,image,target
11688,./Resources/faces/1 (6857).jpg,without_mask
3991,./Resources/Train/WithMask/Augmented_711_4406856.png,mask
11052,./Resources/faces/1 (6295).jpg,without_mask
5531,./Resources/faces/1 (1427).jpg,without_mask
11451,./Resources/faces/1 (6647).jpg,without_mask
710,./Resources/Train/WithMask/922.png,mask
3723,./Resources/Train/WithMask/Augmented_661_5548794.png,mask
1073,./Resources/Train/WithMask/Augmented_160_9074928.png,mask
4590,./Resources/Train/WithMask/Augmented_827_8181253.png,mask
1644,./Resources/Train/WithMask/Augmented_267_7117925.png,mask
6835,./Resources/faces/1 (2572).jpg,without_mask
1796,./Resources/Train/WithMask/Augmented_298_1257144.png,mask
10846,./Resources/faces/1 (6110).jpg,without_mask
2161,./Resources/Train/WithMask/Augmented_366_805474.png,mask
940,./Resources/Train/WithMask/Augmented_136_1110475.png,mask
5388,./Resources/faces/1 (131).png,without_mask
10774,./Resources/faces/1 (6048).jpg,without_mask
11761,./Resources/faces/1 (6920).jpg,without_mask
689,./Resources/Train/WithMask/873.png,mask
5113,./Resources/faces/1 (1089).jpg,without_mask
1855,./Resources/Train/WithMask/Augmented_308_6417321.png,mask
11450,./Resources/faces/1 (6646).jpg,without_mask
7057,./Resources/faces/1 (2769).jpg,without_mask
5225,./Resources/faces/1 (118).jpg,without_mask
5634,./Resources/faces/1 (151).png,without_mask
9646,./Resources/faces/1 (5051).jpg,without_mask
12104,./Resources/faces/1 (903).jpg,without_mask
8958,./Resources/faces/1 (4445).jpg,without_mask
5994,./Resources/faces/1 (1829).jpg,without_mask
12176,./Resources/faces/1 (963).jpg,without_mask
7686,./Resources/faces/1 (3321).jpg,without_mask
352,./Resources/Train/WithMask/174.png,mask
4909,./Resources/Train/WithMask/Augmented_888_3397350.png,mask
4666,./Resources/Train/WithMask/Augmented_841_6012478.png,mask
11287,./Resources/faces/1 (6500).jpg,without_mask
9151,./Resources/faces/1 (4615).jpg,without_mask
7387,./Resources/faces/1 (3058).jpg,without_mask
3759,./Resources/Train/WithMask/Augmented_669_3560538.png,mask
8913,./Resources/faces/1 (4404).jpg,without_mask
3243,./Resources/Train/WithMask/Augmented_573_2053001.png,mask
2875,./Resources/Train/WithMask/Augmented_49_5364538.png,mask
7506,./Resources/faces/1 (3163).jpg,without_mask
9734,./Resources/faces/1 (5129).jpg,without_mask
7720,./Resources/faces/1 (3352).jpg,without_mask
6739,./Resources/faces/1 (2488).jpg,without_mask
1793,./Resources/Train/WithMask/Augmented_296_809528.png,mask
11870,./Resources/faces/1 (72).jpg,without_mask
11626,./Resources/faces/1 (6800).jpg,without_mask
2724,./Resources/Train/WithMask/Augmented_472_4822652.png,mask
5085,./Resources/faces/1 (1065).jpg,without_mask
4171,./Resources/Train/WithMask/Augmented_745_709775.png,mask
2867,./Resources/Train/WithMask/Augmented_498_5397884.png,mask
2249,./Resources/Train/WithMask/Augmented_382_6085267.png,mask
7111,./Resources/faces/1 (2815).jpg,without_mask
3898,./Resources/Train/WithMask/Augmented_695_6430957.png,mask
9199,./Resources/faces/1 (4659).jpg,without_mask
11072,./Resources/faces/1 (6310).jpg,without_mask
2392,./Resources/Train/WithMask/Augmented_409_8424333.png,mask
5882,./Resources/faces/1 (173).jpg,without_mask
2955,./Resources/Train/WithMask/Augmented_514_5785186.png,mask
1515,./Resources/Train/WithMask/Augmented_244_4896990.png,mask
6643,./Resources/faces/1 (2400).jpg,without_mask
5595,./Resources/faces/1 (148).png,without_mask
431,./Resources/Train/WithMask/272.png,mask
5552,./Resources/faces/1 (1444).jpg,without_mask
3277,./Resources/Train/WithMask/Augmented_57_1599745.png,mask
5243,./Resources/faces/1 (1194).jpg,without_mask
2863,./Resources/Train/WithMask/Augmented_497_3628890.png,mask
5526,./Resources/faces/1 (1422).jpg,without_mask
7671,./Resources/faces/1 (3308).jpg,without_mask
10260,./Resources/faces/1 (5596).jpg,without_mask
10994,./Resources/faces/1 (6242).jpg,without_mask
2125,./Resources/Train/WithMask/Augmented_35_3670890.png,mask
6824,./Resources/faces/1 (2562).jpg,without_mask
10763,./Resources/faces/1 (6038).jpg,without_mask
11679,./Resources/faces/1 (6849).jpg,without_mask
944,./Resources/Train/WithMask/Augmented_136_7483699.png,mask
7159,./Resources/faces/1 (2859).jpg,without_mask
1214,./Resources/Train/WithMask/Augmented_188_1011922.png,mask
6242,./Resources/faces/1 (2046).jpg,without_mask
5353,./Resources/faces/1 (1283).jpg,without_mask
10420,./Resources/faces/1 (5737).jpg,without_mask
5441,./Resources/faces/1 (1354).jpg,without_mask
4406,./Resources/Train/WithMask/Augmented_790_8770218.png,mask
3229,./Resources/Train/WithMask/Augmented_56_7723573.png,mask
5151,./Resources/faces/1 (1118).jpg,without_mask
11574,./Resources/faces/1 (6756).jpg,without_mask
1393,./Resources/Train/WithMask/Augmented_221_4298153.png,mask
6539,./Resources/faces/1 (2309).jpg,without_mask
8121,./Resources/faces/1 (3706).jpg,without_mask
6227,./Resources/faces/1 (2032).jpg,without_mask
5599,./Resources/faces/1 (1483).jpg,without_mask
7992,./Resources/faces/1 (3594).jpg,without_mask
6590,./Resources/faces/1 (2355).jpg,without_mask
5130,./Resources/faces/1 (110).png,without_mask
9662,./Resources/faces/1 (5066).jpg,without_mask
2071,./Resources/Train/WithMask/Augmented_349_8103059.png,mask
2932,./Resources/Train/WithMask/Augmented_50_3080297.png,mask
2964,./Resources/Train/WithMask/Augmented_515_9226830.png,mask
564,./Resources/Train/WithMask/573.png,mask
2297,./Resources/Train/WithMask/Augmented_391_991293.png,mask
11272,./Resources/faces/1 (649).jpg,without_mask
4983,./Resources/Train/WithMask/Augmented_98_2218086.png,mask
455,./Resources/Train/WithMask/312.png,mask
5955,./Resources/faces/1 (1796).jpg,without_mask
8963,./Resources/faces/1 (445).jpg,without_mask
11618,./Resources/faces/1 (6796).jpg,without_mask
10146,./Resources/faces/1 (5495).jpg,without_mask
3566,./Resources/Train/WithMask/Augmented_633_1914685.png,mask
9963,./Resources/faces/1 (5331).jpg,without_mask
4962,./Resources/Train/WithMask/Augmented_93_4798939.png,mask
10188,./Resources/faces/1 (5530).jpg,without_mask
4557,./Resources/Train/WithMask/Augmented_820_4541081.png,mask
1256,./Resources/Train/WithMask/Augmented_196_5628361.png,mask
11121,./Resources/faces/1 (6355).jpg,without_mask
9830,./Resources/faces/1 (5213).jpg,without_mask
8031,./Resources/faces/1 (3627).jpg,without_mask
11064,./Resources/faces/1 (6303).jpg,without_mask
570,./Resources/Train/WithMask/59.png,mask
6348,./Resources/faces/1 (2140).jpg,without_mask
11268,./Resources/faces/1 (6486).jpg,without_mask
2609,./Resources/Train/WithMask/Augmented_451_3175166.png,mask
1622,./Resources/Train/WithMask/Augmented_263_2294624.png,mask
1756,./Resources/Train/WithMask/Augmented_289_2743226.png,mask
5613,./Resources/faces/1 (1495).jpg,without_mask
1413,./Resources/Train/WithMask/Augmented_225_3015369.png,mask
5142,./Resources/faces/1 (111).png,without_mask
7916,./Resources/faces/1 (3525).jpg,without_mask
6408,./Resources/faces/1 (2195).jpg,without_mask
1600,./Resources/Train/WithMask/Augmented_25_2184859.png,mask
6180,./Resources/faces/1 (1995).jpg,without_mask
5762,./Resources/faces/1 (1623).jpg,without_mask
6333,./Resources/faces/1 (2127).jpg,without_mask
1690,./Resources/Train/WithMask/Augmented_277_2579962.png,mask
5884,./Resources/faces/1 (1731).jpg,without_mask
9888,./Resources/faces/1 (5266).jpg,without_mask
5511,./Resources/faces/1 (141).png,without_mask
3257,./Resources/Train/WithMask/Augmented_576_2430277.png,mask
4244,./Resources/Train/WithMask/Augmented_75_7452550.png,mask
7209,./Resources/faces/1 (2901).jpg,without_mask
6857,./Resources/faces/1 (2592).jpg,without_mask
111,./Resources/Train/WithMask/12.png,mask
3522,./Resources/Train/WithMask/Augmented_624_7358764.png,mask
1338,./Resources/Train/WithMask/Augmented_210_717954.png,mask
6264,./Resources/faces/1 (2066).jpg,without_mask
11123,./Resources/faces/1 (6357).jpg,without_mask
3409,./Resources/Train/WithMask/Augmented_603_7014231.png,mask
9443,./Resources/faces/1 (4875).jpg,without_mask
973,./Resources/Train/WithMask/Augmented_141_6776900.png,mask
5691,./Resources/faces/1 (1561).jpg,without_mask
4933,./Resources/Train/WithMask/Augmented_892_5475294.png,mask
5161,./Resources/faces/1 (1126).jpg,without_mask
3740,./Resources/Train/WithMask/Augmented_664_848070.png,mask
7896,./Resources/faces/1 (3507).jpg,without_mask
3630,./Resources/Train/WithMask/Augmented_644_105523.png,mask
6699,./Resources/faces/1 (2451).jpg,without_mask
3691,./Resources/Train/WithMask/Augmented_656_3961414.png,mask
2390,./Resources/Train/WithMask/Augmented_409_5867557.png,mask
7152,./Resources/faces/1 (2852).jpg,without_mask
6065,./Resources/faces/1 (1893).jpg,without_mask
1665,./Resources/Train/WithMask/Augmented_271_4654009.png,mask
3562,./Resources/Train/WithMask/Augmented_632_4540764.png,mask
5977,./Resources/faces/1 (1813).jpg,without_mask
1897,./Resources/Train/WithMask/Augmented_316_7128851.png,mask
986,./Resources/Train/WithMask/Augmented_144_6796631.png,mask
6904,./Resources/faces/1 (2632).jpg,without_mask
4303,./Resources/Train/WithMask/Augmented_770_6502257.png,mask
8038,./Resources/faces/1 (3633).jpg,without_mask
10527,./Resources/faces/1 (5831).jpg,without_mask
9987,./Resources/faces/1 (5353).jpg,without_mask
929,./Resources/Train/WithMask/Augmented_134_3604098.png,mask
3353,./Resources/Train/WithMask/Augmented_594_8508134.png,mask
5715,./Resources/faces/1 (1583).jpg,without_mask
5798,./Resources/faces/1 (1656).jpg,without_mask
7726,./Resources/faces/1 (3358).jpg,without_mask
1853,./Resources/Train/WithMask/Augmented_307_9518600.png,mask
1642,./Resources/Train/WithMask/Augmented_267_1413788.png,mask
9826,./Resources/faces/1 (521).jpg,without_mask
2025,./Resources/Train/WithMask/Augmented_341_1788854.png,mask
1540,./Resources/Train/WithMask/Augmented_249_4973637.png,mask
8122,./Resources/faces/1 (3707).jpg,without_mask
4820,./Resources/Train/WithMask/Augmented_870_6832488.png,mask
10972,./Resources/faces/1 (6222).jpg,without_mask
5953,./Resources/faces/1 (1794).jpg,without_mask
2448,./Resources/Train/WithMask/Augmented_419_9009862.png,mask
5996,./Resources/faces/1 (1830).jpg,without_mask
2155,./Resources/Train/WithMask/Augmented_365_7162911.png,mask
9595,./Resources/faces/1 (5005).jpg,without_mask
9624,./Resources/faces/1 (5031).jpg,without_mask
1257,./Resources/Train/WithMask/Augmented_197_3750305.png,mask
1004,./Resources/Train/WithMask/Augmented_148_4477136.png,mask
10112,./Resources/faces/1 (5464).jpg,without_mask
10045,./Resources/faces/1 (5403).jpg,without_mask
7461,./Resources/faces/1 (3122).jpg,without_mask
7812,./Resources/faces/1 (3433).jpg,without_mask
9986,./Resources/faces/1 (5352).jpg,without_mask
8186,./Resources/faces/1 (3765).jpg,without_mask
7338,./Resources/faces/1 (3013).jpg,without_mask
3034,./Resources/Train/WithMask/Augmented_529_5364308.png,mask
4291,./Resources/Train/WithMask/Augmented_769_201038.png,mask
7951,./Resources/faces/1 (3557).jpg,without_mask
4050,./Resources/Train/WithMask/Augmented_722_6813638.png,mask
11296,./Resources/faces/1 (6509).jpg,without_mask
9434,./Resources/faces/1 (4867).jpg,without_mask
7308,./Resources/faces/1 (2991).jpg,without_mask
8755,./Resources/faces/1 (4266).jpg,without_mask
10841,./Resources/faces/1 (6106).jpg,without_mask
8373,./Resources/faces/1 (393).jpg,without_mask
10772,./Resources/faces/1 (6046).jpg,without_mask
3988,./Resources/Train/WithMask/Augmented_710_8998272.png,mask
10964,./Resources/faces/1 (6215).jpg,without_mask
4861,./Resources/Train/WithMask/Augmented_878_7606366.png,mask
3475,./Resources/Train/WithMask/Augmented_616_6599337.png,mask
3164,./Resources/Train/WithMask/Augmented_556_6036203.png,mask
2664,./Resources/Train/WithMask/Augmented_461_7284557.png,mask
12072,./Resources/faces/1 (88).jpg,without_mask
2090,./Resources/Train/WithMask/Augmented_352_9530062.png,mask
2694,./Resources/Train/WithMask/Augmented_467_2188555.png,mask
7222,./Resources/faces/1 (2913).jpg,without_mask
10373,./Resources/faces/1 (5697).jpg,without_mask
3181,./Resources/Train/WithMask/Augmented_55_2366996.png,mask
7783,./Resources/faces/1 (3407).jpg,without_mask
3987,./Resources/Train/WithMask/Augmented_710_8731287.png,mask
4914,./Resources/Train/WithMask/Augmented_889_4491532.png,mask
9161,./Resources/faces/1 (4624).jpg,without_mask
10551,./Resources/faces/1 (5853).jpg,without_mask
3193,./Resources/Train/WithMask/Augmented_562_9586339.png,mask
2571,./Resources/Train/WithMask/Augmented_443_5023275.png,mask
320,./Resources/Train/WithMask/1685.png,mask
11560,./Resources/faces/1 (6743).jpg,without_mask
1914,./Resources/Train/WithMask/Augmented_31_2886684.png,mask
5664,./Resources/faces/1 (1537).jpg,without_mask
11146,./Resources/faces/1 (6378).jpg,without_mask
8895,./Resources/faces/1 (4390).jpg,without_mask
8063,./Resources/faces/1 (3656).jpg,without_mask
5687,./Resources/faces/1 (1558).jpg,without_mask
2908,./Resources/Train/WithMask/Augmented_505_4241451.png,mask
5835,./Resources/faces/1 (169).jpg,without_mask
11334,./Resources/faces/1 (6543).jpg,without_mask
8825,./Resources/faces/1 (4327).jpg,without_mask
6216,./Resources/faces/1 (2022).jpg,without_mask
8195,./Resources/faces/1 (3773).jpg,without_mask
11603,./Resources/faces/1 (6782).jpg,without_mask
6688,./Resources/faces/1 (2441).jpg,without_mask
7892,./Resources/faces/1 (3503).jpg,without_mask
8363,./Resources/faces/1 (3920).jpg,without_mask
10682,./Resources/faces/1 (597).jpg,without_mask
433,./Resources/Train/WithMask/278.png,mask
12211,./Resources/faces/1 (992).jpg,without_mask
10609,./Resources/faces/1 (5903).jpg,without_mask
7561,./Resources/faces/1 (3210).jpg,without_mask
8000,./Resources/faces/1 (36).png,without_mask
3680,./Resources/Train/WithMask/Augmented_653_1564691.png,mask
7735,./Resources/faces/1 (3366).jpg,without_mask
6681,./Resources/faces/1 (2435).jpg,without_mask
9021,./Resources/faces/1 (450).jpg,without_mask
585,./Resources/Train/WithMask/628.png,mask
3191,./Resources/Train/WithMask/Augmented_562_3287747.png,mask
2667,./Resources/Train/WithMask/Augmented_462_6039471.png,mask
6337,./Resources/faces/1 (2130).jpg,without_mask
5,./Resources/Train/WithMask/1007.png,mask
43,./Resources/Train/WithMask/1066.png,mask
10694,./Resources/faces/1 (5980).jpg,without_mask
2870,./Resources/Train/WithMask/Augmented_499_2543324.png,mask
797,./Resources/Train/WithMask/Augmented_109_6119540.png,mask
1964,./Resources/Train/WithMask/Augmented_32_7236300.png,mask
12070,./Resources/faces/1 (878).jpg,without_mask
11937,./Resources/faces/1 (770).jpg,without_mask
5522,./Resources/faces/1 (142).jpg,without_mask
5221,./Resources/faces/1 (1176).jpg,without_mask
10974,./Resources/faces/1 (6224).jpg,without_mask
1248,./Resources/Train/WithMask/Augmented_194_956143.png,mask
5236,./Resources/faces/1 (1189).jpg,without_mask
2966,./Resources/Train/WithMask/Augmented_516_4330377.png,mask
10521,./Resources/faces/1 (5826).jpg,without_mask
10267,./Resources/faces/1 (5600).jpg,without_mask
4681,./Resources/Train/WithMask/Augmented_844_3970344.png,mask
3677,./Resources/Train/WithMask/Augmented_652_8663260.png,mask
9053,./Resources/faces/1 (4529).jpg,without_mask
346,./Resources/Train/WithMask/1728.png,mask
4893,./Resources/Train/WithMask/Augmented_884_4036874.png,mask
181,./Resources/Train/WithMask/1340.png,mask
700,./Resources/Train/WithMask/900.png,mask
2422,./Resources/Train/WithMask/Augmented_414_3370141.png,mask
4056,./Resources/Train/WithMask/Augmented_724_4406073.png,mask
9280,./Resources/faces/1 (473).jpg,without_mask
6392,./Resources/faces/1 (2180).jpg,without_mask
12019,./Resources/faces/1 (835).jpg,without_mask
10847,./Resources/faces/1 (6111).jpg,without_mask
2098,./Resources/Train/WithMask/Augmented_354_4011247.png,mask
4044,./Resources/Train/WithMask/Augmented_721_3000583.png,mask
7546,./Resources/faces/1 (32).jpeg,without_mask
4651,./Resources/Train/WithMask/Augmented_839_6357791.png,mask
1076,./Resources/Train/WithMask/Augmented_161_5015842.png,mask
1261,./Resources/Train/WithMask/Augmented_197_9327390.png,mask
5721,./Resources/faces/1 (1589).jpg,without_mask
9418,./Resources/faces/1 (4852).jpg,without_mask
4464,./Resources/Train/WithMask/Augmented_801_1637946.png,mask
5812,./Resources/faces/1 (1669).jpg,without_mask
1828,./Resources/Train/WithMask/Augmented_302_3801850.png,mask
3226,./Resources/Train/WithMask/Augmented_569_8347195.png,mask
4887,./Resources/Train/WithMask/Augmented_883_6502559.png,mask
7531,./Resources/faces/1 (3186).jpg,without_mask
11730,./Resources/faces/1 (6895).jpg,without_mask
11716,./Resources/faces/1 (6882).jpg,without_mask
11351,./Resources/faces/1 (6559).jpg,without_mask
9890,./Resources/faces/1 (5268).jpg,without_mask
399,./Resources/Train/WithMask/202.png,mask
5794,./Resources/faces/1 (1652).jpg,without_mask
4805,./Resources/Train/WithMask/Augmented_868_407606.png,mask
6863,./Resources/faces/1 (2598).jpg,without_mask
9409,./Resources/faces/1 (4844).JPG,without_mask
7267,./Resources/faces/1 (2954).jpg,without_mask
6678,./Resources/faces/1 (2432).jpg,without_mask
5787,./Resources/faces/1 (1646).jpg,without_mask
970,./Resources/Train/WithMask/Augmented_141_3136009.png,mask
4822,./Resources/Train/WithMask/Augmented_871_1640768.png,mask
5568,./Resources/faces/1 (1458).jpg,without_mask
745,./Resources/Train/WithMask/995.png,mask
11893,./Resources/faces/1 (738).jpg,without_mask
2210,./Resources/Train/WithMask/Augmented_376_3031129.png,mask
7749,./Resources/faces/1 (3379).jpg,without_mask
2266,./Resources/Train/WithMask/Augmented_385_5907059.png,mask
11746,./Resources/faces/1 (6907).jpg,without_mask
2208,./Resources/Train/WithMask/Augmented_376_1391447.png,mask
3728,./Resources/Train/WithMask/Augmented_662_4957817.png,mask
5340,./Resources/faces/1 (1272).jpg,without_mask
7607,./Resources/faces/1 (3252).jpg,without_mask
2054,./Resources/Train/WithMask/Augmented_346_1020590.png,mask
5956,./Resources/faces/1 (1797).jpg,without_mask
9330,./Resources/faces/1 (4775).jpg,without_mask
11872,./Resources/faces/1 (720).jpg,without_mask
4621,./Resources/Train/WithMask/Augmented_833_562947.png,mask
2174,./Resources/Train/WithMask/Augmented_369_5359677.png,mask
